n_tokens_title,n_tokens_content,n_unique_tokens,n_non_stop_words,n_non_stop_unique_tokens,num_hrefs,num_self_hrefs,num_imgs,average_token_length,num_keywords,self_reference_min_shares,self_reference_max_shares,self_reference_avg_sharess,weekday_is_monday,weekday_is_tuesday,weekday_is_wednesday,weekday_is_thursday,weekday_is_friday,weekday_is_saturday,weekday_is_sunday,is_weekend,LDA_00,LDA_01,LDA_02,LDA_03,LDA_04,global_subjectivity,global_sentiment_polarity,global_rate_positive_words,global_rate_negative_words,rate_positive_words,rate_negative_words,avg_positive_polarity,min_positive_polarity,max_positive_polarity,avg_negative_polarity,min_negative_polarity,max_negative_polarity,title_subjectivity,title_sentiment_polarity,abs_title_subjectivity,abs_title_sentiment_polarity,shares
11,400,0.533163264,0.999999995,0.736842102,4,1,1,4.06,7,0,0,0,0,1,0,0,0,0,0,0,0.416873783,0.028581028,0.028665359,0.028631944,0.497247886,0.469191919,0.056944444,0.0375,0.0325,0.535714286,0.464285714,0.436666667,0.2,0.7,-0.343910256,-0.6,-0.125,0.555555556,-0.3,0.055555556,0.3,1600
12,537,0.517823639,0.999999997,0.711111109,3,3,1,4.668528864,9,2500,2500,2500,0,1,0,0,0,0,0,0,0.022222413,0.022222327,0.911101978,0.022222277,0.022231004,0.469166667,0.22962963,0.044692737,0.009310987,0.827586207,0.172413793,0.381597222,0.166666667,1,-0.125,-0.2,-0.025,0.441666667,0.3,0.058333333,0.3,462
12,193,0.591397846,0.999999992,0.703389825,3,1,0,4.626943005,8,0,0,0,0,1,0,0,0,0,0,0,0.025177115,0.026046264,0.025037169,0.266220942,0.65751851,0.410527146,0.185969066,0.041450777,0.020725389,0.666666667,0.333333333,0.432007576,0.1,1,-0.120138889,-0.155555556,-0.1,0.1,0.2,0.4,0.2,2500
11,231,0.599999997,0.999999993,0.718518513,3,3,1,4.891774892,6,0,0,0,0,1,0,0,0,0,0,0,0.033335477,0.865605883,0.03333469,0.034389487,0.033334463,0.56830035,0.002147324,0.047619048,0.038961039,0.55,0.45,0.338695396,0.1,0.6,-0.386728395,-0.8,-0.125,0.454545455,0.136363636,0.045454545,0.136363636,1900
10,356,0.541420117,0.999999996,0.639830506,20,3,9,4.851123596,5,1200,4800,3000,0,1,0,0,0,0,0,0,0.04000135,0.041537211,0.040006663,0.838348316,0.04010646,0.463215488,0.223316498,0.030898876,0.002808989,0.916666667,0.083333333,0.401790634,0.033333333,1,-0.05,-0.05,-0.05,0,0,0.5,0,593
10,579,0.495652173,0.999999997,0.649546826,9,2,1,4.542314335,8,2400,2400,2400,0,1,0,0,0,0,0,0,0.025070944,0.276050383,0.025028369,0.025017242,0.648833061,0.460073578,0.156791501,0.050086356,0.01208981,0.805555556,0.194444444,0.366810345,0.033333333,0.6,-0.308786848,-0.714285714,-0.125,0,0,0.5,0,1300
9,912,0.423542354,0.999999998,0.611439841,5,5,1,4.347587719,6,4100,8900,6500,0,1,0,0,0,0,0,0,0.668275957,0.033339326,0.231327451,0.033400129,0.033657138,0.464265543,0.162262021,0.064692982,0.019736842,0.766233766,0.233766234,0.364885538,0.033333333,1,-0.298611111,-1,-0.05,1,1,0.5,1,5400
8,408,0.487684728,0.999999996,0.633620687,6,4,1,4.674019608,4,5400,8900,6566.666667,0,1,0,0,0,0,0,0,0.79992769,0.050004283,0.050043068,0.050024671,0.050000289,0.433679369,0.153911768,0.049019608,0.00245098,0.952380952,0.047619048,0.302432359,0.033333333,1,-0.2,-0.2,-0.2,0,0,0.5,0,1100
11,403,0.477611939,0.999999996,0.616740085,4,2,0,4.724565757,6,8900,8900,8900,0,1,0,0,0,0,0,0,0.673210505,0.033677227,0.22548518,0.034273312,0.033353776,0.575520628,0.133448937,0.029776675,0.004962779,0.857142857,0.142857143,0.324864719,0.136363636,0.5,-0.48125,-0.65,-0.3125,0.454545455,0.136363636,0.045454545,0.136363636,3800
9,306,0.568561871,0.999999995,0.700534756,5,1,1,4.568627451,5,787,787,787,0,1,0,0,0,0,0,0,0.839954643,0.04000289,0.04002749,0.040014661,0.040000316,0.46372549,0.221323529,0.035947712,0.006535948,0.846153846,0.153846154,0.412337662,0.05,0.7,-0.24375,-0.3,-0.1875,0,0,0.5,0,725
10,291,0.563829785,0.999999994,0.672413789,1,0,1,4.728522337,5,0,0,0,0,1,0,0,0,0,0,0,0.839804332,0.040081897,0.040099077,0.04001445,0.040000244,0.451999158,0.062074615,0.037800687,0.020618557,0.647058824,0.352941176,0.278040142,0.033333333,0.5,-0.261441799,-0.75,-0.071428571,0,0,0.5,0,787
7,437,0.489702516,0.999999996,0.644531247,5,3,1,4.567505721,5,1200,1200,1200,0,1,0,0,0,0,0,0,0.626517028,0.04001219,0.253356664,0.040109977,0.040004141,0.467733879,0.120181783,0.052631579,0.018306636,0.741935484,0.258064516,0.325192923,0.033333333,0.8,-0.268998016,-0.8,-0.071428571,0,0,0.5,0,8900
5,141,0.642857138,0.999999989,0.699999992,11,11,1,4.737588652,4,725,12500,4336.111111,0,1,0,0,0,0,0,0,0.798906143,0.050069644,0.05034045,0.050404679,0.050279083,0.630934343,0.126641414,0.035460993,0.028368794,0.555555556,0.444444444,0.373939394,0.033333333,1,-0.141666667,-0.25,-0.05,0.5,0.136363636,0,0.136363636,5500
10,253,0.557312251,0.999999994,0.701298697,5,2,1,4.66798419,7,8000,8000,8000,0,1,0,0,0,0,0,0,0.885692838,0.028572992,0.028584257,0.028578287,0.028571626,0.506933278,0.177056277,0.051383399,0,1,0,0.330594406,0.1,0.5,0,0,0,0,0,0.5,0,1900
9,286,0.600706712,0.999999995,0.71428571,7,2,1,4.891608392,7,1600,1600,1600,0,1,0,0,0,0,0,0,0.028597286,0.200478701,0.713758429,0.02859249,0.028573093,0.436111111,0.031481481,0.024475524,0.027972028,0.466666667,0.533333333,0.357142857,0.2,0.6,-0.261111111,-0.5,-0.1,0.5,-0.5,0,0.5,463
11,182,0.634831457,0.99999999,0.725490189,2,1,1,4.483516484,7,11300,11300,11300,0,1,0,0,0,0,0,0,0.028578645,0.620417123,0.028576109,0.028658857,0.293769266,0.478443526,0.009745179,0.038461538,0.032967033,0.538461538,0.461538462,0.228246753,0.033333333,0.5,-0.230555556,-0.4,-0.125,1,0,0.5,0,368
12,310,0.604575161,0.999999995,0.767567563,5,3,0,4.667741935,8,1800,1800,1800,0,1,0,0,0,0,0,0,0.025031554,0.025057838,0.025218443,0.127269823,0.797422342,0.401659452,0.166362033,0.04516129,0.016129032,0.736842105,0.263157895,0.427983921,0.033333333,1,-0.3,-0.5,-0.166666667,0.1,-0.1,0.4,0.1,1300
13,155,0.712418296,0.999999989,0.863157886,5,3,0,4.683870968,8,1200,1200,1200,0,1,0,0,0,0,0,0,0.02502812,0.025230304,0.025009563,0.899729842,0.025002171,0.568731432,0.173871064,0.070967742,0.006451613,0.916666667,0.083333333,0.365578512,0.136363636,0.5,-0.155555556,-0.155555556,-0.155555556,0.5,0.3,0,0.3,957
9,344,0.648484847,0.999999995,0.806763281,13,3,11,4.787790698,8,2000,4800,3400,0,1,0,0,0,0,0,0,0.026192911,0.025131452,0.025142444,0.898118603,0.02541459,0.600606717,0.17732848,0.063953488,0.014534884,0.814814815,0.185185185,0.454250295,0.136363636,1,-0.686666667,-1,-0.333333333,1,0.5,0.5,0.5,1200
10,381,0.632432431,0.999999996,0.797468351,7,0,1,4.443569554,7,0,0,0,0,1,0,0,0,0,0,0,0.172313245,0.028674308,0.0287119,0.741579112,0.028721436,0.466605617,0.068040293,0.049868766,0.028871391,0.633333333,0.366666667,0.378668262,0.05,0.8,-0.486796537,-1,-0.071428571,0.4,-0.3,0.1,0.3,484
9,282,0.554347824,0.999999994,0.733766229,2,2,1,4.418439716,6,6400,6400,6400,0,1,0,0,0,0,0,0,0.033476418,0.033338584,0.033400988,0.0333336,0.86645041,0.370743146,0.172691198,0.042553191,0.007092199,0.857142857,0.142857143,0.273322511,0.1,0.5,-0.085714286,-0.1,-0.071428571,0,0,0.5,0,17100
9,641,0.496835442,0.999999997,0.694594593,3,1,1,4.733229329,6,0,0,0,0,1,0,0,0,0,0,0,0.203569417,0.202729457,0.033342671,0.033334072,0.527024383,0.423006462,0.028678085,0.043681747,0.03276131,0.571428571,0.428571429,0.313528139,0.033333333,0.8,-0.292857143,-0.8,-0.05,0,0,0.5,0,2300
8,478,0.402953586,0.999999996,0.54230769,2,2,10,4.470711297,5,8900,8900,8900,0,1,0,0,0,0,0,0,0.838337154,0.0400973,0.040094433,0.040841841,0.040629273,0.360041661,0.135039333,0.035564854,0.010460251,0.772727273,0.227272727,0.29951617,0.033333333,0.5,-0.181111111,-0.3,-0.05,0,0,0.5,0,2300
15,184,0.670329667,0.99999999,0.866666658,1,0,0,4.277173913,5,0,0,0,0,1,0,0,0,0,0,0,0.040427408,0.040661154,0.040203999,0.22324068,0.655466759,0.313461538,0.105769231,0.038043478,0.010869565,0.777777778,0.222222222,0.285714286,0.1,0.5,-0.1625,-0.2,-0.125,0.2,0.2,0.3,0.2,3100
11,408,0.508860758,0.999999996,0.649789027,8,6,1,4.56127451,8,1700,4700,2900,0,1,0,0,0,0,0,0,0.314244082,0.025010001,0.405696057,0.025035982,0.230013878,0.388722944,0.058652597,0.029411765,0.019607843,0.6,0.4,0.330808081,0.033333333,0.5,-0.276264881,-0.714285714,-0.1,0.611111111,0.083333333,0.111111111,0.083333333,2400
10,463,0.567264573,0.999999996,0.728260867,12,0,1,4.686825054,5,0,0,0,0,1,0,0,0,0,0,0,0.04000047,0.040000125,0.839996236,0.040000034,0.040003135,0.326248976,0.002805078,0.032397408,0.034557235,0.483870968,0.516129032,0.24469697,0.05,0.75,-0.210416667,-0.8,-0.05,0,-0.05,0.5,0.05,1100
10,678,0.517397881,0.999999997,0.737430166,15,0,1,4.45280236,7,0,0,0,0,1,0,0,0,0,0,0,0.02857611,0.708570665,0.028581211,0.20570051,0.028571503,0.466875902,0.222766955,0.044247788,0.008849558,0.833333333,0.166666667,0.46260101,0.1,1,-0.237830688,-0.4,-0.071428571,0,0,0.5,0,568
9,187,0.654054051,0.999999991,0.788990818,7,2,0,4.379679144,8,33800,33800,33800,0,1,0,0,0,0,0,0,0.025027894,0.025050862,0.02501295,0.025004549,0.899903745,0.4075,0.220833333,0.026737968,0.016042781,0.625,0.375,0.52,0.4,0.7,-0.130555556,-0.166666667,-0.1,0.5,0.7,0,0.7,4200
10,358,0.582386362,0.999999995,0.735849053,4,3,0,4.667597765,10,3100,3100,3100,0,1,0,0,0,0,0,0,0.244915352,0.455373574,0.020127024,0.141628831,0.137955219,0.422514554,-0.094390954,0.025139665,0.039106145,0.391304348,0.608695652,0.234343434,0.1,0.4,-0.346173469,-0.5,-0.071428571,0,0,0.5,0,2200
8,291,0.612456745,0.999999994,0.78947368,6,0,0,4.666666667,7,0,0,0,0,1,0,0,0,0,0,0,0.02895305,0.029046772,0.028713861,0.154386799,0.758899517,0.553846154,0.241666667,0.058419244,0.010309278,0.85,0.15,0.395098039,0.1,0.8,-0.161111111,-0.3,-0.05,0,0,0.5,0,968
8,226,0.616438353,0.999999993,0.748148143,5,2,1,4.986725664,7,2000,2000,2000,0,1,0,0,0,0,0,0,0.498011519,0.160588811,0.028575725,0.02857502,0.284248925,0.432813853,0.223463203,0.061946903,0,1,0,0.349480519,0.136363636,0.6,0,0,0,0,0,0.5,0,1800
11,220,0.589622639,0.999999993,0.716417905,4,0,1,5.281818182,8,0,0,0,0,1,0,0,0,0,0,0,0.281668468,0.025028949,0.025009205,0.025003992,0.643289386,0.432467532,0.040097403,0.018181818,0.027272727,0.4,0.6,0.352840909,0.136363636,0.5,-0.141666667,-0.2,-0.1,0.1,0.3,0.4,0.3,2000
9,394,0.606217615,0.999999996,0.728682168,8,0,1,4.822335025,6,0,0,0,0,1,0,0,0,0,0,0,0.03333365,0.033333425,0.866664837,0.033333361,0.033334727,0.445993721,0.072454272,0.050761421,0.020304569,0.714285714,0.285714286,0.329734848,0.1,1,-0.260069444,-0.6,-0.1,0.066666667,0,0.433333333,0,768
11,156,0.717105258,0.999999989,0.886363626,4,2,1,4.371794872,5,0,0,0,0,1,0,0,0,0,0,0,0.040002042,0.040325851,0.040085497,0.839586556,0.040000053,0.516666667,0.333333333,0.051282051,0.006410256,0.888888889,0.111111111,0.53125,0.15,0.8,-0.5,-0.5,-0.5,0.9,0.3,0.4,0.3,635
10,415,0.491484184,0.999999996,0.63821138,4,2,1,4.604819277,7,2000,2000,2000,0,1,0,0,0,0,0,0,0.288535597,0.030642169,0.028633593,0.028636779,0.623551861,0.50320911,0.186775362,0.036144578,0.009638554,0.789473684,0.210526316,0.373333333,0.033333333,0.8,-0.234375,-0.4,-0.1,0,0,0.5,0,1000
10,549,0.510091742,0.999999997,0.672672671,5,4,17,4.690346084,8,3000,5100,4025,0,1,0,0,0,0,0,0,0.025577946,0.20151382,0.025547739,0.722210858,0.025149637,0.413036408,0.102758908,0.06557377,0.018214936,0.782608696,0.217391304,0.23792809,0.033333333,0.7,-0.179285714,-0.3,-0.05,0.260606061,0.068181818,0.239393939,0.068181818,4800
9,1089,0.441860465,0.999999998,0.611195158,16,0,1,4.92194674,8,0,0,0,0,1,0,0,0,0,0,0,0.02500736,0.02501443,0.131651743,0.025004533,0.793321935,0.434037061,0.206053743,0.045913682,0.01010101,0.819672131,0.180327869,0.393828139,0.0625,1,-0.179545455,-0.4,-0.1,0,0,0.5,0,685
8,615,0.534569982,0.999999997,0.719999998,15,3,1,4.630894309,10,777,1700,1238.5,0,1,0,0,0,0,0,0,0.020452918,0.020174554,0.334963507,0.603897193,0.020511828,0.496527778,0.091319444,0.040650407,0.024390244,0.625,0.375,0.438666667,0.1,1,-0.288888889,-0.5,-0.1,0,0,0.5,0,1500
6,535,0.552783108,0.999999997,0.704819275,24,3,10,4.758878505,8,727,2000,1363.5,0,1,0,0,0,0,0,0,0.441306781,0.026177061,0.282148202,0.224314768,0.026053189,0.503124499,0.094016053,0.044859813,0.018691589,0.705882353,0.294117647,0.38008658,0.1,0.8,-0.33875,-0.6,-0.15,0.9,-0.15,0.4,0.15,6300
9,410,0.589420653,0.999999996,0.763485474,10,0,0,4.790243902,8,0,0,0,0,1,0,0,0,0,0,0,0.025095157,0.025098845,0.541590609,0.383209613,0.025005777,0.385022301,0.078000787,0.03902439,0.014634146,0.727272727,0.272727273,0.273518669,0.1,0.75,-0.25,-0.5,-0.05,0.333333333,0.25,0.166666667,0.25,2000
9,448,0.521252795,0.999999996,0.69960474,8,6,1,4.522321429,9,1200,3800,2400,0,1,0,0,0,0,0,0,0.271747444,0.022225765,0.022322895,0.022379011,0.661324885,0.507159188,0.056402778,0.042410714,0.026785714,0.612903226,0.387096774,0.355263158,0.033333333,0.8,-0.292824074,-1,-0.05,0,0,0.5,0,902
12,986,0.423194303,0.999999998,0.630824372,14,7,1,4.969574037,10,412,2100,1298.25,0,1,0,0,0,0,0,0,0.0200023,0.020002412,0.919965472,0.020001458,0.020028359,0.390876323,-0.000757125,0.030425963,0.030425963,0.5,0.5,0.306521645,0.1,0.6,-0.293611111,-0.8,-0.05,0.35,-0.2,0.15,0.2,1200
9,679,0.444615384,0.999999997,0.597911226,4,2,13,4.377025037,7,811,811,811,0,1,0,0,0,0,0,0,0.028779681,0.028609294,0.166867059,0.028737708,0.747006258,0.411517957,0.146896044,0.029455081,0.013254786,0.689655172,0.310344828,0.329204545,0.033333333,1,-0.134722222,-0.25,-0.05,0,0,0.5,0,1700
10,232,0.669642854,0.999999992,0.834645663,6,4,0,4.512931034,10,2300,3000,2533.333333,0,1,0,0,0,0,0,0,0.122169393,0.020027337,0.217372652,0.122753523,0.517677095,0.446388889,0.191944444,0.021551724,0.00862069,0.714285714,0.285714286,0.44,0.1,1,-0.140277778,-0.155555556,-0.125,0,0,0.5,0,1000
11,1069,0.434410646,0.999999999,0.557471264,34,28,20,4.777362021,7,484,16000,2914.833333,0,1,0,0,0,0,0,0,0.303163775,0.246960928,0.02874841,0.02876765,0.392359237,0.520897781,0.290007215,0.081384471,0.013096352,0.861386139,0.138613861,0.426656715,0.033333333,1,-0.223214286,-0.5,-0.05,0.5,0.5,0,0.5,824
10,300,0.605351169,0.999999995,0.744680847,6,4,1,4.78,8,1300,3800,2300,0,1,0,0,0,0,0,0,0.025030874,0.025550157,0.274339993,0.649919957,0.025159019,0.43269697,0.13669697,0.056666667,0.01,0.85,0.15,0.308377897,0.1,0.7,-0.441666667,-1,-0.125,0,0,0.5,0,5100
6,1060,0.441816461,0.999999998,0.643092104,13,0,1,5.13490566,7,0,0,0,0,1,0,0,0,0,0,0,0.0285757,0.028620875,0.743487898,0.170724579,0.028590948,0.497673723,0.048408481,0.04245283,0.033018868,0.5625,0.4375,0.40008177,0.033333333,1,-0.278626374,-0.6,-0.05,0,0,0.5,0,2500
6,301,0.618055553,0.999999995,0.682051279,5,2,0,4.282392027,6,1400,2200,1800,0,1,0,0,0,0,0,0,0.033386034,0.033426683,0.033351484,0.866498795,0.033337004,0.662554113,0.196520236,0.063122924,0.016611296,0.791666667,0.208333333,0.402665755,0.1,1,-0.3425,-0.625,-0.1875,0.4,0.1,0.1,0.1,2900
10,537,0.507518796,0.999999997,0.684563756,4,3,1,4.919925512,7,5400,5400,5400,0,1,0,0,0,0,0,0,0.755746402,0.158506828,0.02857201,0.028587215,0.028587545,0.414668911,0.162690797,0.05027933,0.013035382,0.794117647,0.205882353,0.325420875,0.033333333,1,-0.21468254,-0.388888889,-0.1,0,0,0.5,0,933
8,286,0.561403507,0.999999995,0.602941174,18,2,15,4.688811189,5,1100,2400,1750,0,1,0,0,0,0,0,0,0.04008083,0.040142158,0.040027875,0.837114548,0.042634589,0.535307285,-0.006043956,0.027972028,0.034965035,0.444444444,0.555555556,0.44375,0.25,0.7,-0.342692308,-0.6,-0.076923077,0.4,-0.3,0.1,0.3,480
11,182,0.664835161,0.999999991,0.779816507,4,3,0,5.164835165,10,0,0,0,0,1,0,0,0,0,0,0,0.020118923,0.020043095,0.020089287,0.020158084,0.919590611,0.273586707,0.09184492,0.038461538,0.010989011,0.777777778,0.222222222,0.255194805,0.1,0.5,-0.1125,-0.2,-0.025,0.142857143,0,0.357142857,0,3200
10,120,0.799999993,0.999999988,0.835294108,6,3,0,5.133333333,7,5400,8900,7150,0,1,0,0,0,0,0,0,0.487163671,0.028687157,0.028624484,0.42694855,0.028576139,0.623636364,0.191035354,0.083333333,0.033333333,0.714285714,0.285714286,0.42030303,0.033333333,1,-0.334375,-1,-0.05,0.5,-0.1875,0,0.1875,1000
11,241,0.543933052,0.999999993,0.648648644,5,4,1,4.912863071,3,1500,1500,1500,0,1,0,0,0,0,0,0,0.066678786,0.06667314,0.732891261,0.066669062,0.067087751,0.233436853,0.261631846,0.074688797,0,1,0,0.345670996,0.136363636,0.7,0,0,0,0,0,0.5,0,660
9,420,0.620192306,0.999999996,0.770909088,17,0,1,4.626190476,6,0,0,0,0,1,0,0,0,0,0,0,0.033414216,0.033338958,0.033366289,0.033356047,0.866524491,0.435830836,0.01537074,0.035714286,0.023809524,0.6,0.4,0.326471861,0.033333333,0.8,-0.429761905,-1,-0.083333333,0,0,0.5,0,1800
11,402,0.479999999,0.999999996,0.594377508,5,2,1,5.004975124,8,775,775,775,0,1,0,0,0,0,0,0,0.34055944,0.025020614,0.583481354,0.025921673,0.025016919,0.343885281,0.109415584,0.027363184,0.012437811,0.6875,0.3125,0.284848485,0.033333333,0.6,-0.145238095,-0.433333333,-0.05,0,0,0.5,0,2600
11,660,0.498470947,0.999999997,0.693717276,12,0,1,4.868181818,9,0,0,0,0,1,0,0,0,0,0,0,0.022224444,0.022256003,0.800794441,0.132502023,0.022223088,0.358353868,0.154819347,0.053030303,0.013636364,0.795454545,0.204545455,0.378474026,0.0625,1,-0.237037037,-0.5,-0.1,1,0.25,0.5,0.25,757
15,233,0.61160714,0.999999993,0.722627732,11,9,1,4.570815451,8,1000,2000,1566.666667,0,1,0,0,0,0,0,0,0.160275642,0.02508004,0.420873432,0.025038229,0.368732656,0.38015873,0.196190476,0.064377682,0.004291845,0.9375,0.0625,0.317333333,0.1,0.6,-0.1,-0.1,-0.1,0,0,0.5,0,1300
8,288,0.551601422,0.999999995,0.600985219,18,2,15,4.6875,6,2400,33100,17750,0,1,0,0,0,0,0,0,0.033386238,0.03342629,0.033351594,0.864969375,0.034866504,0.491666667,0.067279412,0.03125,0.024305556,0.5625,0.4375,0.355555556,0.1,0.7,-0.317857143,-0.6,-0.1,0,0,0.5,0,514
8,744,0.503382949,0.999999998,0.67808219,19,0,1,4.573924731,7,0,0,0,0,1,0,0,0,0,0,0,0.02857167,0.028571513,0.885712934,0.02857146,0.028572423,0.560959596,0.111911977,0.040322581,0.02016129,0.666666667,0.333333333,0.354902597,0.05,0.85,-0.253703704,-0.6,-0.05,0,0,0.5,0,2100
9,282,0.602189779,0.999999993,0.782894732,6,4,1,4.407801418,5,2500,2500,2500,0,1,0,0,0,0,0,0,0.040120868,0.042002031,0.04012744,0.608004125,0.269745537,0.468489843,0.121959291,0.053191489,0.017730496,0.75,0.25,0.363896104,0.136363636,0.7,-0.2775,-0.4,-0.1875,0.9,0.5,0.4,0.5,1200
10,275,0.613138684,0.999999994,0.808917192,2,0,5,5.018181818,5,0,0,0,0,0,1,0,0,0,0,0,0.619387304,0.258809504,0.040033226,0.040945066,0.040824901,0.494298246,0.052192982,0.032727273,0.018181818,0.642857143,0.357142857,0.321296296,0.033333333,0.7,-0.38,-0.5,-0.2,0,0,0.5,0,1900
10,422,0.526054589,0.999999996,0.684426227,3,2,16,4.466824645,6,8000,8000,8000,0,0,1,0,0,0,0,0,0.033381456,0.03342523,0.033352651,0.033774595,0.866066068,0.485309215,0.136793445,0.047393365,0.014218009,0.769230769,0.230769231,0.357305195,0.136363636,0.55,-0.309722222,-0.4,-0.166666667,0,0,0.5,0,2600
12,588,0.495711834,0.999999997,0.663841806,11,4,1,4.700680272,6,458,1100,779,0,0,1,0,0,0,0,0,0.033333687,0.033337167,0.866660654,0.033333673,0.033334819,0.448080065,0.057720588,0.022108844,0.018707483,0.541666667,0.458333333,0.377884615,0.0625,0.8,-0.304545455,-0.5,-0.1,0,0,0.5,0,615
7,457,0.575280898,0.999999997,0.716216214,5,0,0,4.84463895,7,0,0,0,0,0,1,0,0,0,0,0,0.028936856,0.02913661,0.36277027,0.1091148,0.470041464,0.380319495,0.127830688,0.041575492,0.021881838,0.655172414,0.344827586,0.391190476,0.1,0.9,-0.144722222,-0.3,-0.1,0,0,0.5,0,504
11,233,0.562231757,0.999999993,0.688405792,4,1,5,4.961373391,6,3300,3300,3300,0,0,1,0,0,0,0,0,0.033427568,0.033370512,0.033344473,0.033568043,0.866289403,0.470928571,0.055928571,0.038626609,0.025751073,0.6,0.4,0.406746032,0.1,1,-0.29375,-0.5,-0.1,0,0,0.5,0,1300
9,134,0.684210521,0.999999989,0.827586197,6,4,1,4.746268657,8,1300,1700,1500,0,0,1,0,0,0,0,0,0.155537408,0.644017866,0.149936187,0.02537305,0.025135489,0.522222222,0.212962963,0.02238806,0,1,0,0.638888889,0.25,1,0,0,0,0,0,0.5,0,1400
12,339,0.554216866,0.999999995,0.752747249,6,3,1,4.362831858,7,2400,2400,2400,0,0,1,0,0,0,0,0,0.028654048,0.028575289,0.02870154,0.028587096,0.885482026,0.413801675,0.183039579,0.050147493,0.008849558,0.85,0.15,0.37206519,0.136363636,0.6,-0.344444444,-0.5,-0.2,0.1,-0.1,0.4,0.1,2200
8,808,0.428749999,0.999999998,0.619999999,32,12,1,4.459158416,10,727,5200,2321.166667,0,0,1,0,0,0,0,0,0.020147496,0.020167645,0.240002432,0.02001835,0.699664077,0.529125782,0.25395202,0.047029703,0.008663366,0.844444444,0.155555556,0.441108453,0.1,0.8,-0.217857143,-0.3,-0.1,0.5,0.5,0,0.5,1300
11,325,0.543209875,0.999999995,0.688442208,2,1,1,4.818461538,7,0,0,0,0,0,1,0,0,0,0,0,0.028695878,0.028575531,0.1718775,0.028573652,0.742277439,0.422343248,0.106587767,0.049230769,0.021538462,0.695652174,0.304347826,0.352049513,0.1,0.5,-0.295238095,-0.5,-0.1,0.5,0.5,0,0.5,1400
8,320,0.586750787,0.999999995,0.72680412,8,3,1,4.740625,5,3600,6400,5000,0,0,1,0,0,0,0,0,0.163536507,0.417997872,0.337166872,0.041286774,0.040011975,0.30007522,0.109531485,0.075,0.0125,0.857142857,0.142857143,0.246559343,0.033333333,0.5,-0.175694444,-0.291666667,-0.1,0.188888889,0.011111111,0.311111111,0.011111111,2500
9,963,0.504823151,0.999999998,0.71090909,8,0,1,4.59709242,9,0,0,0,0,0,1,0,0,0,0,0,0.368534217,0.022234956,0.237002156,0.022225258,0.350003413,0.415853398,0.111369437,0.030114226,0.021806854,0.58,0.42,0.443868488,0.1,1,-0.231123176,-0.6,-0.071428571,0.4,-0.25,0.1,0.25,1500
12,1197,0.433978133,0.999999998,0.692182409,13,0,1,4.595655806,9,0,0,0,0,0,1,0,0,0,0,0,0.022224237,0.022224006,0.568738617,0.139428474,0.247384666,0.460869929,0.011283444,0.031746032,0.023391813,0.575757576,0.424242424,0.332487469,0.05,0.85,-0.38920068,-1,-0.05,0.9,-0.6,0.4,0.6,416
11,477,0.578947367,0.999999997,0.733788393,23,4,16,4.475890985,7,632,3700,2166,0,0,1,0,0,0,0,0,0.028608668,0.028637194,0.028584257,0.885595857,0.028574024,0.461373944,0.150577201,0.052410901,0.016771488,0.757575758,0.242424242,0.396909091,0.1,0.8,-0.318055556,-0.6,-0.1,0,0,0.5,0,900
8,1179,0.471001757,0.999999999,0.675362318,33,0,1,4.843935539,8,0,0,0,0,0,1,0,0,0,0,0,0.025001668,0.025040082,0.64991044,0.275046806,0.025001003,0.423003228,0.033481724,0.032230704,0.017811705,0.644067797,0.355932203,0.300189109,0.033333333,0.5,-0.307199546,-0.5,-0.05,0.366666667,0.3,0.133333333,0.3,529
5,256,0.583673467,0.999999994,0.710691819,5,1,1,5.18359375,5,1100,1100,1100,0,0,1,0,0,0,0,0,0.243766525,0.636209233,0.040000447,0.040023294,0.040000501,0.4421875,0.1375,0.01953125,0.0078125,0.714285714,0.285714286,0.54,0.2,1,-0.25,-0.3,-0.2,0,0,0.5,0,354
10,226,0.608108105,0.999999992,0.809917349,7,3,0,4.367256637,10,4900,4900,4900,0,0,1,0,0,0,0,0,0.020053161,0.020029421,0.020007746,0.020057806,0.919851866,0.427590188,0.17024531,0.044247788,0.008849558,0.833333333,0.166666667,0.308701299,0.1,0.7,-0.266666667,-0.333333333,-0.2,0,0,0.5,0,483
8,174,0.666666663,0.99999999,0.877551011,8,8,0,4.488505747,7,484,3900,1349.142857,0,0,1,0,0,0,0,0,0.028603487,0.028875891,0.028583877,0.028574101,0.885362643,0.495238095,0.222222222,0.028735632,0.017241379,0.625,0.375,0.5,0.1,1,-0.188888889,-0.3,-0.066666667,0,0,0.5,0,575
11,282,0.745098036,0.999999994,0.865168534,3,2,0,4.539007092,6,10000,22800,16400,0,0,1,0,0,0,0,0,0.033386029,0.033522369,0.033351479,0.86640312,0.033337003,0.612124717,0.005089286,0.063829787,0.056737589,0.529411765,0.470588235,0.426481481,0.1,1,-0.411041667,-1,-0.008333333,0.5,0.495833333,0,0.495833333,1700
9,258,0.636734691,0.999999994,0.711656437,3,2,0,4.480620155,8,1600,3000,2300,0,0,1,0,0,0,0,0,0.02502771,0.025049173,0.025009567,0.899911605,0.025001945,0.667676768,0.280799062,0.050387597,0.019379845,0.722222222,0.277777778,0.552797203,0.1,1,-0.189166667,-0.333333333,-0.05,0,0,0.5,0,3400
